Country,Location,Site,Latitude,Longitude,Depth,Zone,Protected,Year,Month,Remarks,Method,Replicate,Programme,Surveyor,Publication,Benthic_length_m,Benthic_area_m2,Fish_area_m2,Invertebrate_area_m2,Hardcoral_percent,Softcoral_percent,Reckilledcoral_percent,Macroalgae_percent,Corallinealgae_percent,Other_percent,Chaetodontidae_no,Haemulidae_no,Lutjanidae_no,Serranidae_no,Labridae_no,Scaridae_no,Muraenidae_no,Diadema_no,Acanthaster_no,Tridacnidae_no
Indonesia,North_Maluku Widi,Sukar,"0° 31' 21,209"" S","128° 22' 20,107"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,59,14,18,0,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku Widi,Sukar,"0° 31' 21,209"" S","128° 22' 20,107"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,62,10,18,0,0,10,,,,,,,,NA,NA,NA
Indonesia,North_Maluku Widi,Sukar,"0° 31' 21,209"" S","128° 22' 20,107"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,69,22,9,0,0,0,,,,,,,,NA,NA,NA
Indonesia,North_Maluku Widi,Sukar,"0° 31' 21,209"" S","128° 22' 20,107"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,86,6,8,0,0,0,,,,,,,,NA,NA,NA
Indonesia,North_Maluku Widi,Sukar,"0° 31' 21,209"" S","128° 22' 20,107"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,79,16,5,0,0,0,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,58,12,18,1,0,11,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,56,1,30,2,0,11,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,53,8,21,2,0,16,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,72,12,6,0,0,10,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,58,9,5,0,0,28,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Aru_Burung,"2° 21' 47,632"" N","128° 11' 5,539"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,60,10,6,0,0,24,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,57,4,11,0,0,28,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,29,3,23,0,0,45,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,43,3,16,1,0,37,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,61,17,2,6,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,61,6,7,3,0,23,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Galo-Galo_Kecil,"2° 6' 41,468"" N","128° 12' 29,092"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,65,16,2,2,0,15,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",2,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,73,7,5,3,0,12,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",2,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,48,10,14,2,0,26,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",2,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,33,13,15,1,0,38,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,44,0,5,1,0,50,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,52,0,12,1,0,35,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,66,2,10,9,0,13,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,21,42,3,5,0,29,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,63,22,5,1,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,52,33,5,0,0,10,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,53,21,2,6,0,18,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,30,52,0,1,0,17,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Gosong_Wayabula,"2° 16' 24,100"" N","128° 11' 59,399"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,47,34,7,1,0,11,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,61,0,38,0,0,1,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,45,0,48,3,0,4,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,60,0,34,0,0,6,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,49,1,23,2,0,25,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,62,11,16,0,0,11,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Laumodoro,"2° 24' 49,147"" N","128° 9' 45,540"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,48,3,27,5,0,17,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,80,3,11,0,0,6,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,78,2,6,8,0,6,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,75,6,6,7,0,6,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,66,2,11,4,0,17,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,34,1,44,8,0,13,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo,"2° 21' 9,544"" N","128° 7' 46,204"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,45,3,25,3,0,24,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,56,18,9,3,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,58,8,20,0,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,54,24,12,1,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,61,10,12,1,0,16,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,53,3,6,1,0,37,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Leo-Leo_2,"2° 19' 10,279"" N","128° 7' 46,362"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,42,19,4,0,0,35,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,48,19,7,3,0,23,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,68,23,0,0,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,88,3,1,0,0,8,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,74,3,8,1,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,58,3,11,0,0,28,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Besar,"2° 9' 8,975"" N","128° 12' 42,124"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,32,8,10,3,0,47,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,76,6,5,4,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,59,13,7,2,0,19,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,69,10,5,6,0,10,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,48,2,26,0,0,24,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,39,3,31,0,0,27,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Loleba_Kecil,"2° 6' 32,400"" N","128° 13' 24,791"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,33,6,17,7,0,37,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,55,8,6,22,0,9,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,43,4,8,31,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,60,6,3,19,0,12,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,31,7,8,11,0,43,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,31,3,20,19,0,27,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Besar,"2° 11' 25,400"" N","128° 11' 47,602"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,27,13,9,6,0,45,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,43,4,16,5,0,32,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,45,5,18,8,0,24,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",3,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,55,3,13,17,0,12,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,12,1,17,14,0,56,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,18,3,1,19,0,59,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Ngele-Ngele_Kecil,"2° 9' 57,701"" N","128° 12' 29,902"" E",8,NA,Not,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,21,0,7,5,0,67,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,67,2,19,6,0,6,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,80,2,10,3,1,4,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,67,2,21,0,0,10,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,46,12,9,2,0,31,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,27,13,11,9,0,40,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Posi-posi,"2° 19' 15,089"" N","128° 10' 45,746"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,56,10,3,1,0,30,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,64,8,8,0,0,20,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,38,22,6,0,0,34,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",3,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,58,7,5,1,0,29,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,54,5,7,0,0,34,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,42,7,10,0,0,41,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Saminyamau,"2° 16' 56,996"" N","128° 9' 34,812"" E",8,NA,MPA,2017,4,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_WCS,NA,50,NA,,NA,60,10,3,0,0,27,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,3,75,Not,2017,5,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,66,10,1,1,0,22,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,3,75,Not,2017,5,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,69,10,0,6,0,15,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,3,75,Not,2017,5,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,72,11,0,3,0,14,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,10,75,Not,2017,5,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,64,25,0,0,0,11,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,10,75,Not,2017,5,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,58,23,3,0,0,16,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Selatan,2.073061,128.18475,10,75,Not,2017,5,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,57,28,2,0,0,13,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Utara,2.101089,128.185319,3,45,Not,2017,5,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,42,8,3,3,0,44,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Utara,2.101089,128.185319,3,45,Not,2017,5,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,45,12,3,12,0,28,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Utara,2.101089,128.185319,3,45,Not,2017,5,NA,Point_intercept_transect,3,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,69,5,3,2,0,21,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Utara,2.101089,128.185319,10,45,Not,2017,5,NA,Point_intercept_transect,1,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,27,12,5,1,0,55,,,,,,,,NA,NA,NA
Indonesia,North_Maluku T.Dehegila-Rao,Dodola_Utara,2.101089,128.185319,10,45,Not,2017,5,NA,Point_intercept_transect,2,SEA_Project,SEA_Project_CTC,NA,50,NA,,NA,30,24,4,3,1,38,,,,,,,,NA,NA,NA
