Country,Location,Site,Latitude,Longitude,Depth,Zone,Protected,Year,Month,Remarks,Method,Replicate,Programme,Surveyor,Publication,Fish_area_m2,Chaetodontidae_no,Haemulidae_no,Lutjanidae_no,Serranidae_no,Labridae_no,Scaridae_no,Muraenidae_no
Indonesia,North Maluku _Guraici,Tamako,"0° 6' 32,638"" N","127° 8' 45,168"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,120,0,0,0,840,280,0
Indonesia,North Maluku _Guraici,Tamako,"0° 6' 32,638"" N","127° 8' 45,168"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,320,240,0
Indonesia,North Maluku _Guraici,Tamako,"0° 6' 32,638"" N","127° 8' 45,168"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,1480,0,0
Indonesia,North Maluku _Guraici,Tamako,"0° 6' 32,638"" N","127° 8' 45,168"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,440,0,0,0,840,160,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,5100,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,2200,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1100,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,8300,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,700,0,2100,0,9400,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,300,0,2200,0,100,0,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,160,0,40,0,1960,720,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,560,0,0,0,360,160,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,960,80,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,80,0,80,0,160,240,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,80,0,40,0,200,120,0
Indonesia,North Maluku _Guraici,Taneti 1,"0° 4' 38,600"" S","127° 14' 30,300"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,1080,40,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5100,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,700,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,4800,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,500,0,0,0,3300,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,200,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,800,0,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,40,0,1640,560,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,0,80,0,1120,640,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,520,0,40,0,880,920,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,400,0,0,0,1080,320,0
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,480,0,40
Indonesia,North Maluku _Guraici,Taneti 2,"0° 4' 28,048"" S","127° 16' 20,444"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,120,0,0,0,200,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,900,2000,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,4800,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,2900,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,200,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,100,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,9300,0,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,600,0,40,0,480,1520,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,80,0,720,1160,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,400,0,40,0,760,440,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,320,0,40,0,640,400,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,120,0,0,0,200,80,0
Indonesia,North Maluku _Guraici,Tanjung Lepa,"0° 0' 45,800"" S","127° 11' 37,900"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,400,240,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,5100,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,7600,2400,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,6300,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,4800,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,7000,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,600,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,400,0,0,0,1200,40,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,640,0,40,0,320,320,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,280,0,40,0,520,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,120,0,80,0,280,360,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,80,0,0,0,240,0,0
Indonesia,North Maluku _Guraici,Tanjung Marikoko,"0° 1' 0,400"" S","127° 9' 53,700"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,0,40,0,320,40,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,27400,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,16200,100,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,5200,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,1700,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,13400,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5800,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,80,0,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,240,40,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,480,0,40
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,80,0,120,0,120,40,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,440,0,280,0,200,160,0
Indonesia,North Maluku _Guraici,West Taneti,"0° 7' 56,334"" S","127° 12' 48,719"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,440,0,240,0,320,200,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,800,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1600,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,900,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,100,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,0,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1700,0,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,480,0,0,0,400,440,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,600,0,40,0,760,120,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,320,0,40,0,600,40,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,560,0,40
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,480,160,120,0,600,120,0
Indonesia,North Maluku _Guraici,Miskin,"0° 9' 11,900"" N","127° 25' 54,300"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,2440,40,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,4000,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,2300,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,900,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,400,0,0,0,3000,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,100,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3000,0,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,520,0,0,0,320,840,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,520,0,0,0,1280,400,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",3,Fringing,Not,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,560,0,80,0,320,80,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,520,0,40,0,200,160,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,640,0,80,0,320,80,0
Indonesia,North Maluku _Guraici,Sagawele,"0° 6' 9,345"" S","127° 24' 46,752"" E",8,Fringing,Not,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,400,0,120,0,160,200,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1300,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3600,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,9300,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,1400,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,1600,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1500,0,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,120,0,0,0,200,80,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,640,80,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,520,80,40
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,760,0,1120,0,960,40,80
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,880,40,80,0,480,120,0
Indonesia,North Maluku _Guraici,Tanjung Modayama,"0° 8' 2,300"" N","127° 27' 20,200"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,880,0,160,0,640,80,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,400,0,0,0,5000,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,1600,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,3900,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,9500,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,8300,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3800,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,360,120,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,0,120,0,400,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,280,40,0,0,200,40,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,0,40,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,40,0,0,0,40,0,0
Indonesia,North Maluku _Mare,Batu Nona,"0° 34' 47,723"" N","127° 23' 16,382"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,280,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,5200,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,8400,0,0
