Country,Location,Site,Latitude,Longitude,Depth,Zone,Protected,Year,Month,Remarks,Method,Replicate,Programme,Surveyor,Publication,Fish_area_m2,Chaetodontidae_no,Haemulidae_no,Lutjanidae_no,Serranidae_no,Labridae_no,Scaridae_no,Muraenidae_no
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,8100,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3100,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1100,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,200,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,600,0,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,800,120,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,440,0,0,0,2080,40,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,600,0,0,0,160,200,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,400,0,0,0,280,200,0
Indonesia,North Maluku _Mare,East Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,1280,0,0,40,280,120,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,800,2000,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,2700,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,6000,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,4200,100,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,2100,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5600,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,200,0,80,0,320,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,360,160,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",3,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,80,0,0,0,200,0,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,120,120,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,240,0,40,0,120,160,0
Indonesia,North Maluku _Mare,Maregam,"0° 34' 29,450"" N","127° 24' 45,078"" E",8,Fringing,MPA,2017,4,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,200,0,80,0,120,40,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,1200,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,800,0,0,0,2900,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,0,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3000,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,8100,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,4800,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,280,0,0,0,560,80,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,200,0,40,0,640,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,200,0,0,0,280,0,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,280,0,80,0,880,80,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,40,0,0,0,200,40,0
Indonesia,North Maluku _Mare,Marekofo,"0° 33' 39,095"" N","127° 23' 16,387"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,160,0,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,100,100,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1600,0,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,500,0,0,0,3700,0,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,800,0,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,4600,600,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,8400,0,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,80,0,0,0,0,40,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,160,40,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,640,40,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,320,120,120,0,880,40,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,1240,160,0
Indonesia,North Maluku _Mare,North Mare,"0° 35' 11,250"" N","127° 24' 10,854"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,200,0,40,0,360,80,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,2200,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,4000,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,2600,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,6200,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,12200,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,800,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,1120,80,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,560,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,40,0,0,0,320,0,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,280,0,40,0,840,80,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,0,0,0,600,120,0
Indonesia,North Maluku _Mare,South Mare,"0° 34' 8,228"" N","127° 24' 32,507"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,120,0,80,0,320,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,6900,100,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,4100,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1300,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,900,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,5300,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,400,0,0,0,5800,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,440,0,0,0,200,40,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,80,0,40,0,1120,80,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,440,0,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,640,0,40,0,160,80,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,440,0,0,0,1000,40,0
Indonesia,North Maluku _Mare,West Mare,"0° 34' 19,892"" N","127° 23' 1,075"" E",8,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,440,0,0,0,360,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,9900,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,7100,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,2900,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,4200,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,400,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,1800,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,200,0,40,0,280,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,280,80,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",3,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,360,0,0,0,480,160,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,320,0,0,0,440,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,0,240,0,400,0,0
Indonesia,North Maluku _Mare,West Mare 2,"0° 33' 40,636"" N","127° 22' 45,977"" E",7,Fringing,MPA,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,360,0,0,0,400,80,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,100,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,200,0,0,0,1500,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5200,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5800,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,100,0,0,0,16800,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,500,0,0,0,5900,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,160,0,0,0,160,40,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,120,0,0,0,160,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,480,0,80,0,200,80,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,480,0,120,0,320,80,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,120,0,80,0,40,0,0
Indonesia,North Maluku _Mare,Dokiri,"0° 37' 44,720"" N","127° 22' 45,952"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,160,40,120,0,200,80,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,200,0,100,0,8700,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,5100,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,600,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,200,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,1800,0,0,0,0,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,9500,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,0,600,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,40,0,0,280,40,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,80,80,0,0,640,0,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,0,0,0,0,40,0,40
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,360,40,0,0,160,40,0
Indonesia,North Maluku _Mare,Tomalou,"0° 37' 17,447"" N","127° 24' 26,842"" E",8,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,240,0,0,40,280,0,40
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,300,0,0,0,800,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,500,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,400,0,0,0,900,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",9,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,8200,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",9,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,100,0,0,0,0,3300,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",9,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,100,500,0,0,0,11400,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,200,0,0,0,240,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,2,SEA_Project,SEA_Project_WCS,NA,250,560,40,0,0,80,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",3,Fringing,Not,2017,3,NA,Underwater_Visual_Census,3,SEA_Project,SEA_Project_WCS,NA,250,200,0,0,0,40,0,0
Indonesia,North Maluku _Mare,Tunguwai,"0° 37' 42,675"" N","127° 25' 43,204"" E",9,Fringing,Not,2017,3,NA,Underwater_Visual_Census,1,SEA_Project,SEA_Project_WCS,NA,250,320,0,160,0,320,200,40
